"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Abs_log2foldchange","Significant","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSMUSG00000083500",5.96148154587114,-3.14520733677978,0.961263677288576,-3.27195067398305,0.00106808208780814,0.0073085815710448,2.13616690151569,3.14520733677978,"Both","7",41139775,41141145,1,"processed_pseudogene","Gm15470","predicted gene 15470 [Source:MGI Symbol;Acc:MGI:3641891]"
"ENSMUSG00000074093",32.46131556685,3.13926208830347,0.654405341181303,4.79712173900754,1.60961782665056e-06,2.71311194027192e-05,4.5665322873149,3.13926208830347,"Both","7",51646919,51655766,-1,"protein_coding","Svip","small VCP/p97-interacting protein [Source:MGI Symbol;Acc:MGI:1922994]"
"ENSMUSG00000025854",156.825082203709,3.13746862295804,0.464134635722836,6.75982437309769,1.38159111682325e-11,7.10229599513997e-10,9.14860123200945,3.13746862295804,"Both","5",138740269,138795832,1,"protein_coding","Fam20c","FAM20C, golgi associated secretory pathway kinase [Source:MGI Symbol;Acc:MGI:2136853]"
"ENSMUSG00000028341",119.177775910436,3.12619002043685,0.380288051852407,8.22058438388737,2.02513935726734e-16,2.47630206023251e-14,13.6061963810207,3.12619002043685,"Both","4",48045153,48086447,1,"protein_coding","Nr4a3","nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]"
"ENSMUSG00000102705",4.98318275299709,3.11773868746432,1.13388308218183,2.74961213943253,0.00596658430188765,0.0303319716109492,1.51809935916094,3.11773868746432,"Both","3",10286055,10288493,-1,"TEC","4632432E15Rik","RIKEN cDNA 4632432E15 gene [Source:MGI Symbol;Acc:MGI:1921296]"
"ENSMUSG00000030935",5.43179201783778,3.10607433787022,0.975861800518996,3.18290390731382,0.00145805994939115,0.00953242504467791,2.0207966009833,3.10607433787022,"Both","7",119360146,119386736,1,"protein_coding","Acsm3","acyl-CoA synthetase medium-chain family member 3 [Source:MGI Symbol;Acc:MGI:99538]"
"ENSMUSG00000066170",7.19391325556867,3.10400378160935,0.942684440532614,3.29272834911287,0.000992202896231523,0.0068712554782481,2.16296390377597,3.10400378160935,"Both","17",28741690,28744372,1,"lncRNA","E230001N04Rik","RIKEN cDNA E230001N04 gene [Source:MGI Symbol;Acc:MGI:2443549]"
"ENSMUSG00000037379",5.66907417071176,3.09075717213639,0.980085999510839,3.15355710996687,0.00161293665440245,0.0103352979730935,1.98567699787513,3.09075717213639,"Both","5",33355528,33375799,-1,"protein_coding","Spon2","spondin 2, extracellular matrix protein [Source:MGI Symbol;Acc:MGI:1923724]"
"ENSMUSG00000113472",7.71024492060019,3.09006500254634,0.780134269182207,3.96093996202162,7.46553035196026e-05,0.000784317156701875,3.10550828482485,3.09006500254634,"Both","13",63424719,63427038,-1,"TEC","Gm47602","predicted gene, 47602 [Source:MGI Symbol;Acc:MGI:6096656]"
"ENSMUSG00000062093",37.3139313474971,3.07464580004267,0.455987583948782,6.7428278932876,1.55333171344279e-11,7.90630538381658e-10,9.10202641489249,3.07464580004267,"Both","14",90133664,90136883,-1,"transcribed_processed_pseudogene","Gm10110","predicted gene 10110 [Source:MGI Symbol;Acc:MGI:3641718]"
"ENSMUSG00000087231",9.90412365166757,3.05848599908682,0.805914835135746,3.7950486400609,0.000147614513848978,0.00139417455607365,2.85568284747646,3.05848599908682,"Both","6",67013583,67057638,1,"lncRNA","E230016M11Rik","RIKEN cDNA E230016M11 gene [Source:MGI Symbol;Acc:MGI:2443524]"
"ENSMUSG00000024677",118.378817203614,3.05109197706158,0.215113146705085,14.1836611280879,1.15651965605063e-45,1.83842143786818e-42,41.7355549243099,3.05109197706158,"Both","19",11493876,11508620,1,"protein_coding","Ms4a6b","membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]"
"ENSMUSG00000087377",5.03322427942742,-3.03025064705261,0.913668951349924,-3.3165739544673,0.000911284655360724,0.00640316130670839,2.19360555740886,3.03025064705261,"Both","2",132094723,132103253,1,"lncRNA","AV099323","expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252]"
"ENSMUSG00000074252",7.34951490688166,3.02182206465999,0.793066009317522,3.81030334065185,0.000138796384274599,0.00132481629608988,2.87784433842575,3.02182206465999,"Both","8",71384049,71385681,1,"TEC","Gm10654","predicted gene 10654 [Source:MGI Symbol;Acc:MGI:3643366]"
"ENSMUSG00000046275",3.26190671045848,3.01388577974832,1.1484683596381,2.62426540048351,0.00868360911561452,0.041271109101696,1.38435385992621,3.01388577974832,"Both","11",76570634,76589490,1,"protein_coding","Trarg1","trafficking regulator of GLUT4 (SLC2A4) 1 [Source:MGI Symbol;Acc:MGI:3029307]"
"ENSMUSG00000049723",525.376949318203,3.00468922048167,0.641601098799694,4.68311108896608,2.82553280148083e-06,4.44365565773222e-05,4.35225960223811,3.00468922048167,"Both","9",7344381,7369499,1,"protein_coding","Mmp12","matrix metallopeptidase 12 [Source:MGI Symbol;Acc:MGI:97005]"
"ENSMUSG00000056656",78.202117902021,3.00061068945943,0.594453622983811,5.04767836117831,4.47211201581288e-07,8.63702755203488e-06,5.06363569500482,3.00061068945943,"Both","15",77631998,77641203,-1,"protein_coding","Apol8","apolipoprotein L 8 [Source:MGI Symbol;Acc:MGI:2444921]"
"ENSMUSG00000120115",22.5086679841886,-2.99880614828805,0.482774662665847,-6.21160632525505,5.24456852776219e-10,2.06043742635372e-08,7.68604057007506,2.99880614828805,"Both","7",106242730,106243853,-1,"lncRNA","","novel transcript"
"ENSMUSG00000043932",5.74788114628673,-2.99605734227956,1.01924762952623,-2.93947933307649,0.00328764195362508,0.0186441056453519,1.7294584448371,2.99605734227956,"Both","6",129706004,129717447,-1,"protein_coding","Klri2","killer cell lectin-like receptor family I member 2 [Source:MGI Symbol;Acc:MGI:2443965]"
"ENSMUSG00000090665",17.3650286658225,-2.99494859662227,0.521448933382337,-5.74351274859414,9.27323786295163e-09,2.73368702479166e-07,6.56325120856354,2.99494859662227,"Both","10",99279906,99281681,1,"processed_pseudogene","Gad1-ps","glutamate decarboxylase 1, pseudogene [Source:MGI Symbol;Acc:MGI:95633]"
"ENSMUSG00000029406",93.8128141359107,2.98300882204424,0.364163776903192,8.19139357409847,2.58218689617142e-16,3.06671794306796e-14,13.5133261657854,2.98300882204424,"Both","5",124256753,124387823,-1,"protein_coding","Pitpnm2","phosphatidylinositol transfer protein, membrane-associated 2 [Source:MGI Symbol;Acc:MGI:1336192]"
"ENSMUSG00000105954",98.2743728595811,2.96443208459501,0.431467284500808,6.87058368289673,6.39397421249343e-12,3.51413502928661e-10,9.45418155492171,2.96443208459501,"Both","5",104582987,104584238,1,"TEC","Gm42793","predicted gene 42793 [Source:MGI Symbol;Acc:MGI:5662930]"
"ENSMUSG00000021765",6.17648696433414,-2.96403636381399,0.751056852894878,-3.94648734298794,7.93061120855885e-05,0.000825622572417474,3.08321844199794,2.96403636381399,"Both","13",114588826,114595487,-1,"protein_coding","Fst","follistatin [Source:MGI Symbol;Acc:MGI:95586]"
"ENSMUSG00000041957",7.22165535139081,2.95780682807913,0.872824187509509,3.38877733959098,0.000702049929657552,0.0051611034494391,2.28725743582052,2.95780682807913,"Both","16",16031182,16090576,1,"protein_coding","Pkp2","plakophilin 2 [Source:MGI Symbol;Acc:MGI:1914701]"
"ENSMUSG00000086683",2.78776869066563,2.94505389097104,1.10421905190756,2.66709208275604,0.00765107056159482,0.0372811537739583,1.42851065560159,2.94505389097104,"Both","4",118987489,118988198,-1,"lncRNA","Gm12867","predicted gene 12867 [Source:MGI Symbol;Acc:MGI:3651003]"
"ENSMUSG00000110275",8.93885610143371,2.93555073379396,0.761173130149577,3.85661371574834,0.000114968626480574,0.00113134603153384,2.94640454219989,2.93555073379396,"Both","7",140757798,140758377,-1,"processed_pseudogene","Gm5905","predicted gene 5905 [Source:MGI Symbol;Acc:MGI:3647422]"
"ENSMUSG00000028976",11.1913288348822,2.9343781593329,0.839748977467457,3.49435157180244,0.000475214770816258,0.00373537970289767,2.42766524539029,2.9343781593329,"Both","4",150203740,150228626,1,"protein_coding","Slc2a5","solute carrier family 2 (facilitated glucose transporter), member 5 [Source:MGI Symbol;Acc:MGI:1928369]"
"ENSMUSG00000031762",1633.98175371896,2.92180816589992,0.526400354691769,5.55054368762872,2.84782530656384e-08,7.4399886169585e-07,6.12842772891594,2.92180816589992,"Both","8",94899292,94900196,1,"protein_coding","Mt2","metallothionein 2 [Source:MGI Symbol;Acc:MGI:97172]"
"ENSMUSG00000027456",10.0249502759147,2.92119552656601,0.636028366449686,4.59286987917243,4.37191680763886e-06,6.50436723037128e-05,4.18679494686947,2.92119552656601,"Both","2",151414542,151431925,1,"protein_coding","Sdcbp2","syndecan binding protein (syntenin) 2 [Source:MGI Symbol;Acc:MGI:2385156]"
"ENSMUSG00000045763",395.655842811699,2.91513662460595,0.268499339501281,10.8571463528387,1.84422405200986e-27,8.66156591699631e-25,24.0624035851614,2.91513662460595,"Both","15",25363363,25413850,-1,"protein_coding","Basp1","brain abundant, membrane attached signal protein 1 [Source:MGI Symbol;Acc:MGI:1917600]"
"ENSMUSG00000030324",5.58466896275604,2.90917532723403,1.05196727723871,2.76546180682566,0.00568422609951568,0.0291692407118181,1.53507487560776,2.90917532723403,"Both","6",115908709,115916997,1,"protein_coding","Rho","rhodopsin [Source:MGI Symbol;Acc:MGI:97914]"
"ENSMUSG00000120432",3.59015001622507,-2.90501812462935,0.968703442078364,-2.99887251189756,0.00270980669461088,0.0158860015160663,1.79898540034012,2.90501812462935,"Both","16",19059954,19061435,1,"lncRNA","","novel transcript"
"ENSMUSG00000115620",6.12083690671227,2.90291937215634,0.912350110031478,3.18180415636294,0.00146360751687348,0.00955622411885954,2.01971367344261,2.90291937215634,"Both","15",38713727,38728760,-1,"lncRNA","Gm45924","predicted gene, 45924 [Source:MGI Symbol;Acc:MGI:5825561]"
"ENSMUSG00000093880",84.4504234832646,2.88932383348586,0.356187421934392,8.11180759217844,4.98722280842997e-16,5.60113909435899e-14,13.2517236422639,2.88932383348586,"Both","17",6881152,6907189,-1,"unprocessed_pseudogene","Tmem181c-ps","transmembrane protein 181C, pseudogene [Source:MGI Symbol;Acc:MGI:3780993]"
"ENSMUSG00000070713",270.139723953395,2.88667529082669,0.193438609923995,14.9229530338381,2.33697660400734e-50,4.82936215218117e-47,46.316110225787,2.88667529082669,"Both","8",73057954,73059104,-1,"protein_coding","Hmgn2-ps","high mobility group nucleosomal binding domain 2, pseudogene [Source:MGI Symbol;Acc:MGI:3704312]"
"ENSMUSG00000097305",3.87138660404898,2.88604136861322,1.01095719809326,2.85476118480241,0.00430692015246182,0.0232063510108691,1.63439314306111,2.88604136861322,"Both","17",32332385,32360817,1,"lncRNA","Gm17276","predicted gene, 17276 [Source:MGI Symbol;Acc:MGI:4936910]"
"ENSMUSG00000014599",58.5512824736289,2.88541376315296,0.531563392336262,5.42816492774521,5.69364150521924e-08,1.37935640920698e-06,5.86032350282149,2.88541376315296,"Both","3",107648364,107667785,-1,"protein_coding","Csf1","colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753]"
"ENSMUSG00000042286",63.3508536320169,-2.87450634843154,0.575840073078088,-4.99184840170326,5.98041879100045e-07,1.12452551697929e-05,4.94903068539725,2.87450634843154,"Both","14",30860970,30890598,-1,"protein_coding","Stab1","stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]"
"ENSMUSG00000032648",54.1290869075159,2.8707279148317,0.516387982158615,5.55924617538817,2.70942314127788e-08,7.14161086919737e-07,6.14620381725782,2.8707279148317,"Both","19",6434429,6448489,1,"protein_coding","Pygm","muscle glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97830]"
"ENSMUSG00000030107",7.22648477131573,-2.86913244255246,0.719488204800663,-3.98774076268195,6.67054955139552e-05,0.000709819291861938,3.148852201332,2.86913244255246,"Both","6",121222865,121247876,1,"protein_coding","Usp18","ubiquitin specific peptidase 18 [Source:MGI Symbol;Acc:MGI:1344364]"
"ENSMUSG00000027314",23.2433694000002,2.86278250694929,0.602052533984876,4.75503771739163,1.98409371443156e-06,3.25665580688866e-05,4.48722813921466,2.86278250694929,"Both","2",119156265,119166443,1,"protein_coding","Dll4","delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388]"
"ENSMUSG00000070298",5.35550931531452,2.85320039932213,0.818797546386359,3.48462255647236,0.000492831706800393,0.00385479455754357,2.41399876285367,2.85320039932213,"Both","9",57143839,57157147,1,"protein_coding","Trcg1","taste receptor cell gene 1 [Source:MGI Symbol;Acc:MGI:3576664]"
"ENSMUSG00000070371",38.2524926831477,2.84745740837608,0.828744550799243,3.43586863482841,0.000590657295994169,0.00448747537563217,2.34799792153483,2.84745740837608,"Both","7",127531810,127545897,-1,"protein_coding","Prss36","protease, serine 36 [Source:MGI Symbol;Acc:MGI:1924863]"
"ENSMUSG00000033730",34.4124380310135,2.8418627901427,0.601514579579194,4.72451190149174,2.3066870711712e-06,3.72113101684254e-05,4.42932503868848,2.8418627901427,"Both","14",70314652,70320063,1,"protein_coding","Egr3","early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]"
"ENSMUSG00000097383",10.899849895883,-2.83907780167389,0.899244680213952,-3.15718053622337,0.00159302684233494,0.0102362872191702,1.98985753677951,2.83907780167389,"Both","10",89522200,89536728,1,"lncRNA","1500026H17Rik","RIKEN cDNA 1500026H17 gene [Source:MGI Symbol;Acc:MGI:1916252]"
"ENSMUSG00000041797",145.950254998951,2.83095793906882,0.414382522638117,6.83175033793863,8.38847483559051e-12,4.49087648905383e-10,9.34766888901655,2.83095793906882,"Both","11",109991575,110059022,-1,"protein_coding","Abca9","ATP-binding cassette, sub-family A (ABC1), member 9 [Source:MGI Symbol;Acc:MGI:2386796]"
"ENSMUSG00000054951",14.472993763563,-2.83056535552153,0.605675753101625,-4.67340048041613,2.96253289716359e-06,4.62741816476838e-05,4.33466125294324,2.83056535552153,"Both","17",41186373,41191450,-1,"protein_coding","9130008F23Rik","RIKEN cDNA 9130008F23 gene [Source:MGI Symbol;Acc:MGI:1918833]"
"ENSMUSG00000036896",24.5325449002233,-2.82886457508684,0.506477388964937,-5.58537189758471,2.33200632056731e-08,6.25855982006797e-07,6.20352559237353,2.82886457508684,"Both","4",136617115,136620376,-1,"protein_coding","C1qc","complement component 1, q subcomponent, C chain [Source:MGI Symbol;Acc:MGI:88225]"
"ENSMUSG00000095597",870.920232112737,2.82648840556028,1.08734564523095,2.5994387506467,0.00933763404192709,0.0437456829463666,1.35906479898633,2.82648840556028,"Both","X",151692501,151693151,-1,"transcribed_processed_pseudogene","Rps7-ps3","ribosomal protein S7, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3648396]"
"ENSMUSG00000111994",9.65331315559861,2.82440029192013,0.64827269367294,4.35680897789761,1.31972348219524e-05,0.000171307071354049,3.7662247095,2.82440029192013,"Both","10",72809135,72922541,-1,"lncRNA","A330049N07Rik","RIKEN cDNA A330049N07 gene [Source:MGI Symbol;Acc:MGI:3041175]"
"ENSMUSG00000053113",1368.08337724605,2.82262243593776,0.724602869490752,3.89540609730333,9.80343378375931e-05,0.000990231503007771,3.00426326123539,2.82262243593776,"Both","11",117856905,117860873,-1,"protein_coding","Socs3","suppressor of cytokine signaling 3 [Source:MGI Symbol;Acc:MGI:1201791]"
"ENSMUSG00000087259",12.2457176136279,-2.80989199671038,0.587895952645573,-4.77957363724936,1.75667324778493e-06,2.92519360720996e-05,4.53384538436459,2.80989199671038,"Both","11",112934701,113092720,-1,"lncRNA","2610035D17Rik","RIKEN cDNA 2610035D17 gene [Source:MGI Symbol;Acc:MGI:1919636]"
"ENSMUSG00000120067",11.7604817296884,2.802623024643,0.703739472585884,3.98247239755472,6.82020478207436e-05,0.000724624842270266,3.13988678115443,2.802623024643,"Both","19",9959115,9959934,-1,"lncRNA","","novel transcript, antisense to Fth1"
"ENSMUSG00000009246",7.79564753860696,2.80100237467806,0.757373584823429,3.69831009531588,0.000217039640364412,0.00192908566371208,2.71464848648187,2.80100237467806,"Both","7",142622890,142648379,-1,"protein_coding","Trpm5","transient receptor potential cation channel, subfamily M, member 5 [Source:MGI Symbol;Acc:MGI:1861718]"
"ENSMUSG00000086916",18.706384621956,-2.80006365733578,0.897001761108704,-3.12158100322442,0.00179882753534006,0.0112884212018835,1.9473667942359,2.80006365733578,"Both","5",129804110,129808753,1,"lncRNA","Gm15903","predicted gene 15903 [Source:MGI Symbol;Acc:MGI:3802037]"
"ENSMUSG00000077734",3.18681180507861,2.79897629454721,1.07847589309461,2.59530724095812,0.00945063967366012,0.0441949465617077,1.35462738689151,2.79897629454721,"Both","15",79962699,79962792,-1,"snoRNA","Snord83b","small nucleolar RNA, C/D box 83B [Source:MGI Symbol;Acc:MGI:3819557]"
"ENSMUSG00000019987",23.2132360805652,2.78955896688723,0.507430594970204,5.49741973491179,3.85388633880703e-08,9.79588698541787e-07,6.00895623394876,2.78955896688723,"Both","10",24791119,24803382,-1,"protein_coding","Arg1","arginase, liver [Source:MGI Symbol;Acc:MGI:88070]"
"ENSMUSG00000000982",467.833460561854,2.78100496271099,0.269250199626018,10.328701581554,5.22632156852557e-25,1.96367154933784e-22,21.7069311521087,2.78100496271099,"Both","11",83538670,83540181,-1,"protein_coding","Ccl3","chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]"
"ENSMUSG00000034949",8.44596757545868,-2.76740565931075,0.958846813413383,-2.88618121330466,0.00389947563288779,0.0214087842597307,1.66940799427873,2.76740565931075,"Both","10",81068989,81087957,1,"protein_coding","Zfr2","zinc finger RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2143792]"
"ENSMUSG00000045319",3.86561310878211,2.76652143011594,1.03706665093736,2.66764091547577,0.00763858490642468,0.0372378761715655,1.42901509657556,2.76652143011594,"Both","2",6102418,6135022,-1,"protein_coding","Proser2","proline and serine rich 2 [Source:MGI Symbol;Acc:MGI:2442238]"
"ENSMUSG00000114452",37.9351840077287,-2.76129739247123,0.457730784783268,-6.03257959540275,1.61362818009614e-09,5.70986752426141e-08,7.24337396778737,2.76129739247123,"Both","13",60631318,60636622,-1,"lncRNA","A530001N23Rik","RIKEN cDNA A530001N23 gene [Source:MGI Symbol;Acc:MGI:3045361]"
"ENSMUSG00000043924",9.01139023331883,2.75662344683949,0.925522226914432,2.97845191252695,0.00289708485402264,0.0167886311016203,1.77498471358495,2.75662344683949,"Both","4",135096887,135125538,-1,"protein_coding","Ncmap","noncompact myelin associated protein [Source:MGI Symbol;Acc:MGI:2444888]"
"ENSMUSG00000102543",17.2511948674202,2.75616309954118,0.941858514789499,2.92630268374987,0.00343017022257408,0.019330370234386,1.71375982785396,2.75616309954118,"Both","18",37952566,37974926,1,"protein_coding","Pcdhgc5","protocadherin gamma subfamily C, 5 [Source:MGI Symbol;Acc:MGI:1935205]"
"ENSMUSG00000047787",4.96159636958144,-2.75533001712452,0.831578210770882,-3.31337447450709,0.000921774729077808,0.00646587738506208,2.18937253534089,2.75533001712452,"Both","19",7069366,7083094,-1,"protein_coding","Flrt1","fibronectin leucine rich transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:3026647]"
"ENSMUSG00000074063",29.1721958499496,2.73218423295943,0.445491302887423,6.13296873642865,8.62541035695507e-10,3.28863662410473e-08,7.48298411096992,2.73218423295943,"Both","8",120160863,120172995,1,"protein_coding","Osgin1","oxidative stress induced growth inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919089]"
"ENSMUSG00000114139",8.34619584599031,2.71582396057475,0.81542705122905,3.33055416358991,0.000866732995861081,0.00614022535463464,2.21181568936725,2.71582396057475,"Both","12",22879734,22883362,-1,"unprocessed_pseudogene","Gm20336","predicted gene, 20336 [Source:MGI Symbol;Acc:MGI:5012521]"
"ENSMUSG00000083672",17.0971738122552,-2.71303593941027,0.655352311798654,-4.13981287708314,3.47589233592227e-05,0.000403082576441266,3.39460597415892,2.71303593941027,"Both","17",47931696,47933264,-1,"processed_pseudogene","Kpna2-ps","Kpna2 retrotransposed pseudogene [Source:MGI Symbol;Acc:MGI:3647335]"
"ENSMUSG00000044548",5.19250392919619,2.70367981820249,0.989169821880117,2.73328174636748,0.00627066667521003,0.0315902795814762,1.50044653046854,2.70367981820249,"Both","12",71356658,71366881,1,"protein_coding","Dact1","dishevelled-binding antagonist of beta-catenin 1 [Source:MGI Symbol;Acc:MGI:1891740]"
"ENSMUSG00000094772",5.31156394303625,2.69226851919186,1.03320822530914,2.60573663008377,0.00916769239850004,0.0430960790298006,1.36556224105003,2.69226851919186,"Both","13",4659333,4665024,1,"transcribed_processed_pseudogene","Rpl29-ps2","ribosomal protein L29, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648624]"
"ENSMUSG00000078783",26.0726620436527,2.68272695263558,0.392732719715456,6.83092296098801,8.43700356462275e-12,4.50518549516613e-10,9.3462873228051,2.68272695263558,"Both","3",15361611,15397362,-1,"protein_coding","Gm9733","predicted gene 9733 [Source:MGI Symbol;Acc:MGI:3780136]"
"ENSMUSG00000090628",46.2099723289659,2.67091950413328,0.408905243793536,6.53187882687529,6.49496960182638e-11,2.98927721206553e-09,8.5244338085847,2.67091950413328,"Both","13",34190949,34192314,-1,"processed_pseudogene","Gm17083","predicted gene 17083 [Source:MGI Symbol;Acc:MGI:4937910]"
"ENSMUSG00000070526",18.6746878818077,2.66845327992137,0.439855398730988,6.06666028794927,1.30597384196342e-09,4.71817297975071e-08,7.3262261408616,2.66845327992137,"Both","7",62111619,62114258,-1,"protein_coding","Peg12","paternally expressed 12 [Source:MGI Symbol;Acc:MGI:1351637]"
"ENSMUSG00000103062",5.37348917124914,2.6678760466773,0.814035467902598,3.27734619911736,0.00104787800990852,0.00719176322642299,2.14316461926574,2.6678760466773,"Both","9",103920804,103922975,-1,"TEC","Gm37200","predicted gene, 37200 [Source:MGI Symbol;Acc:MGI:5610428]"
"ENSMUSG00000026639",14.6355615531718,2.64983499401874,0.796057237324616,3.32869908063933,0.000872526214675531,0.00617914812415005,2.20907139392121,2.64983499401874,"Both","1",192890007,193026186,1,"protein_coding","Lamb3","laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]"
"ENSMUSG00000016283",15.3737802962872,2.64982555162059,0.449896722107455,5.88985298494283,3.8653933196862e-09,1.2559489457754e-07,6.90102801427611,2.64982555162059,"Both","17",37791742,37794443,-1,"protein_coding","H2-M2","histocompatibility 2, M region locus 2 [Source:MGI Symbol;Acc:MGI:95914]"
"ENSMUSG00000098488",69.8303776882852,-2.64540972572173,0.507952913391821,-5.20798218885524,1.90905244573721e-07,4.05452916661453e-06,5.39205957109855,2.64540972572173,"Both","2",119863898,119873511,1,"protein_coding","Pla2g4b","phospholipase A2, group IVB (cytosolic) [Source:MGI Symbol;Acc:MGI:2384819]"
"ENSMUSG00000091017",9.36276390036202,2.64112416389675,0.807128818774824,3.27224614269854,0.00106696641499004,0.00730336567266287,2.13647695409717,2.64112416389675,"Both","1",190894781,190897014,-1,"protein_coding","Garin4","golgi associated RAB2 interactor family member 4 [Source:MGI Symbol;Acc:MGI:3588202]"
"ENSMUSG00000108823",7.18466765252809,2.63850108338292,0.830437652853438,3.17724163194776,0.00148683102345295,0.00967727971642683,2.0142467057263,2.63850108338292,"Both","7",99594269,99594923,1,"processed_pseudogene","Gm18959","predicted gene, 18959 [Source:MGI Symbol;Acc:MGI:5011144]"
"ENSMUSG00000015647",13.2205964680899,2.6341946982704,0.761981492318219,3.457032388354,0.000546159202694511,0.00420819534812904,2.37590410805457,2.6341946982704,"Both","2",179818166,179867652,-1,"protein_coding","Lama5","laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]"
"ENSMUSG00000057286",20.3091075106672,2.63207687040506,0.595221418623011,4.42201303255203,9.77855568042946e-06,0.000132074413814428,3.87918130816496,2.63207687040506,"Both","11",116566129,116585694,-1,"protein_coding","St6galnac2","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:107553]"
"ENSMUSG00000023830",128.958441239137,2.62839480532928,0.981930655220349,2.67676214339134,0.00743373877049465,0.0364629033212134,1.43814875405235,2.62839480532928,"Both","17",12901293,12988551,-1,"protein_coding","Igf2r","insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435]"
"ENSMUSG00000103081",6.89512725980572,-2.62668816929299,0.786008969428354,-3.34180431961651,0.000832357176940959,0.00592921787710614,2.22700259062546,2.62668816929299,"Both","18",37894854,37974923,1,"protein_coding","Pcdhgb8","protocadherin gamma subfamily B, 8 [Source:MGI Symbol;Acc:MGI:1935200]"
"ENSMUSG00000043421",470.705348643988,2.60576300816355,0.528635015085789,4.92922892695762,8.25547933678766e-07,1.5070625485399e-05,4.82186872252146,2.60576300816355,"Both","6",29272487,29275445,1,"protein_coding","Hilpda","hypoxia inducible lipid droplet associated [Source:MGI Symbol;Acc:MGI:1916823]"
"ENSMUSG00000019852",25.7163620283348,2.60418451907895,0.522950527833584,4.97979135783121,6.36528582707098e-07,1.19147311246759e-05,4.92391575376966,2.60418451907895,"Both","10",18457587,18619697,-1,"protein_coding","Arfgef3","ARFGEF family member 3 [Source:MGI Symbol;Acc:MGI:106387]"
"ENSMUSG00000036928",30.7822592354744,2.59894783400683,0.684927282060412,3.79448724277507,0.000147948888163286,0.00139669427770412,2.85489864616672,2.59894783400683,"Both","5",138278502,138310655,1,"protein_coding","Stag3","stromal antigen 3 [Source:MGI Symbol;Acc:MGI:1355311]"
"ENSMUSG00000019699",134.600729630287,2.5933740927942,0.301866100291158,8.59114054308455,8.61102255572154e-18,1.30843221407342e-15,14.8832487719285,2.5933740927942,"Both","1",176847639,177085769,-1,"protein_coding","Akt3","thymoma viral proto-oncogene 3 [Source:MGI Symbol;Acc:MGI:1345147]"
"ENSMUSG00000062524",5.71448278847581,-2.58761352343575,0.779030448904204,-3.32158200886182,0.00089508673980363,0.00631080432550052,2.1999152854682,2.58761352343575,"Both","7",4340723,4348163,1,"protein_coding","Ncr1","natural cytotoxicity triggering receptor 1 [Source:MGI Symbol;Acc:MGI:1336212]"
"ENSMUSG00000121474",15.5691457575961,-2.58730661319745,0.666930325296897,-3.87942565371527,0.00010470339626357,0.00104526361535589,2.98077416672381,2.58730661319745,"Both","11",71133256,71176145,-1,"lncRNA","Nlrp1c-ps","NLR family, pyrin domain containing 1C, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:627984]"
"ENSMUSG00000024486",9.51966547148645,2.58217079758331,0.954008528027539,2.7066537894814,0.00679650946237746,0.0338433416963928,1.4705267612166,2.58217079758331,"Both","18",36637980,36648858,-1,"protein_coding","Hbegf","heparin-binding EGF-like growth factor [Source:MGI Symbol;Acc:MGI:96070]"
"ENSMUSG00000020644",3094.43958675734,2.57884613730144,0.217664057336894,11.8478271922956,2.20842854345039e-32,1.52123919501341e-29,28.8178024934375,2.57884613730144,"Both","12",25143798,25147139,-1,"protein_coding","Id2","inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]"
"ENSMUSG00000018930",19.4860224270133,2.57580249855218,0.434909328311426,5.92261956889488,3.16853266163179e-09,1.04263897217549e-07,6.98186604587319,2.57580249855218,"Both","11",83553410,83555509,1,"protein_coding","Ccl4","chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]"
